time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-07T13:07:15.320Z,-3.2682,146.5701,10,5.4,mww,,50,1.453,1.21,us,us2000haar,2018-11-14T17:40:17.040Z,"158km SSW of Lorengau, Papua New Guinea",earthquake,5.8,1.7,0.075,17,reviewed,us,us
2018-09-07T06:23:38.660Z,28.3261,59.3199,10,5.6,mww,,49,4.371,0.84,us,us2000ha5b,2018-11-14T17:40:17.040Z,"127km SE of Bam, Iran",earthquake,5.6,1.8,0.117,7,reviewed,us,us
2018-09-07T05:10:14.160Z,-18.1345,-178.0127,603.21,5.3,mb,,47,3.765,0.97,us,us2000ha4e,2018-11-14T17:40:17.040Z,"287km NNE of Ndoi Island, Fiji",earthquake,10.7,7.6,0.045,166,reviewed,us,us
2018-09-07T03:56:05.340Z,-30.1363,-178.0038,35,5,mb,,86,0.89,0.8,us,us2000ha3q,2018-11-14T17:40:17.040Z,"96km S of Raoul Island, New Zealand",earthquake,8.5,1.9,0.113,25,reviewed,us,us
2018-09-07T02:39:17.950Z,-28.8696,-69.9459,93.13,5.8,mww,,23,0.289,0.97,us,us2000ha1k,2018-11-14T17:40:17.040Z,"85km ESE of Vallenar, Chile",earthquake,5.8,3.4,0.045,48,reviewed,us,us
2018-09-07T02:12:06.280Z,-2.2532,-78.7903,110.5,6.2,mww,,26,1.541,0.95,us,us2000ha13,2018-11-14T17:40:17.040Z,"7km SE of Alausi, Ecuador",earthquake,6.7,1.8,0.043,51,reviewed,us,us
2018-09-07T01:47:23.170Z,8.0543,-77.6026,10,5.4,mww,,24,2.47,0.66,us,us2000ha0n,2018-11-14T17:40:16.040Z,"14km SE of Yaviza, Panama",earthquake,6.1,1.7,0.103,9,reviewed,us,us
2018-09-06T16:31:32.040Z,-18.1105,-179.7806,623.81,5.4,mb,,26,2.094,1.18,us,us2000h9j1,2018-11-14T17:40:15.040Z,"188km E of Suva, Fiji",earthquake,9.6,5.5,0.024,578,reviewed,us,us
2018-09-06T16:23:03.560Z,-17.9182,-179.8137,625.76,5.1,mb,,47,2.039,1.11,us,us2000hgkk,2018-11-14T17:40:15.040Z,"186km E of Suva, Fiji",earthquake,9.7,6.5,0.055,105,reviewed,us,us
2018-09-06T16:10:59.950Z,-17.8555,179.9952,631.62,5.1,mb,,77,1.853,0.9,us,us2000hgkl,2018-11-14T17:40:15.040Z,"167km E of Suva, Fiji",earthquake,11.1,7.4,0.05,130,reviewed,us,us
2018-09-06T16:10:12.310Z,-18.5074,-179.6512,646.47,5,mb,,80,2.311,0.83,us,us2000hgl7,2018-11-14T17:40:15.040Z,"205km ESE of Suva, Fiji",earthquake,11.7,7.1,0.062,88,reviewed,us,us
2018-09-06T16:08:59.780Z,-17.9328,-179.8566,633.22,5.2,mb,,89,2,0.61,us,us2000hgkj,2018-11-14T17:40:15.040Z,"181km E of Suva, Fiji",earthquake,10.6,8.2,0.071,65,reviewed,us,us
2018-09-06T16:08:21.610Z,-17.9933,-179.6692,660.43,5.1,mb,,135,2.183,0.82,us,us2000hglz,2018-11-14T17:40:15.040Z,"200km E of Suva, Fiji",earthquake,10.8,7.8,0.075,57,reviewed,us,us
2018-09-06T16:07:34.340Z,-17.1449,-178.8214,630.44,5,mb,,126,3.042,1.33,us,us2000hgm0,2018-11-14T17:40:15.040Z,"207km ESE of Lambasa, Fiji",earthquake,14.5,8.6,0.116,27,reviewed,us,us
2018-09-06T16:02:50.590Z,-18.0651,-179.526,630.29,5.3,mb,,51,2.327,0.94,us,us2000hgki,2018-11-14T17:40:15.040Z,"215km E of Suva, Fiji",earthquake,11.7,7.4,0.053,125,reviewed,us,us
2018-09-06T16:01:45.400Z,-13.9331,170.8245,643.62,5.2,mb,,63,7.92,0.72,us,us2000hgl1,2018-11-14T17:40:15.040Z,"Vanuatu region",earthquake,12.7,9.7,0.063,93,reviewed,us,us
2018-09-06T15:58:27.980Z,-18.1864,-179.238,623.83,5.1,mb,,138,2.615,0.53,us,us2000hglt,2018-11-14T17:40:15.040Z,"244km SE of Lambasa, Fiji",earthquake,16,9.3,0.119,27,reviewed,us,us
2018-09-06T15:57:24.780Z,-17.6096,-178.9073,658.41,5.4,mb,,153,2.901,1.44,us,us2000hglu,2018-11-14T17:40:15.040Z,"224km SE of Lambasa, Fiji",earthquake,15.4,11.6,0.142,20,reviewed,us,us
2018-09-06T15:56:41.110Z,-18.2769,179.3142,656.35,5.7,mb,,51,1.311,1.01,us,us2000hgln,2018-11-14T17:40:15.040Z,"93km E of Suva, Fiji",earthquake,11.4,7.4,0.062,97,reviewed,us,us
2018-09-06T15:49:18.710Z,-18.4743,179.3502,670.81,7.9,mww,,12,1.431,1.07,us,us2000h9e2,2018-11-14T17:40:15.040Z,"102km ESE of Suva, Fiji",earthquake,9.5,2.8,0.025,157,reviewed,us,us
2018-09-06T06:43:09.070Z,-8.3429,116.9679,10,5,mb,,62,2.788,0.58,us,us2000h965,2018-11-14T17:40:14.040Z,"19km WNW of Orong, Indonesia",earthquake,6.1,1.8,0.085,44,reviewed,us,us
2018-09-06T05:13:38.840Z,-17.9849,-178.5242,528.03,5.5,mww,,30,3.268,1.14,us,us2000h94x,2018-11-14T17:40:14.040Z,"282km SE of Lambasa, Fiji",earthquake,9.9,4.8,0.069,20,reviewed,us,us
2018-09-06T00:13:50.110Z,0.821,96.8947,10,5.4,mb,,42,0.832,0.6,us,us2000h922,2018-11-14T17:40:14.040Z,"192km SSE of Sinabang, Indonesia",earthquake,6,1.8,0.045,169,reviewed,us,us
2018-09-05T21:11:28.920Z,42.6827,142.0003,29.28,5.3,mww,,40,1.086,0.77,us,us2000h8ze,2018-11-14T17:40:14.040Z,"32km E of Tomakomai, Japan",earthquake,4.5,3.1,0.089,12,reviewed,us,us
2018-09-05T20:16:41.390Z,-34.4405,-70.5143,113.14,5.1,mwr,,45,0.414,0.63,us,us2000h8y2,2018-11-14T17:40:14.040Z,"31km SSE of Machali, Chile",earthquake,5.2,4.4,,,reviewed,us,guc
2018-09-05T18:20:11.460Z,42.59,142.0468,35,5.2,mb,,42,1.004,1.16,us,us2000h8uh,2018-11-14T17:40:14.040Z,"36km E of Tomakomai, Japan",earthquake,6.5,1.9,0.037,237,reviewed,us,us
2018-09-05T18:17:10.470Z,42.6389,142.001,35,5.3,mb,,59,1.06,0.94,us,us2000hgj3,2018-11-14T17:40:14.040Z,"32km E of Tomakomai, Japan",earthquake,7,1.9,0.051,129,reviewed,us,us
2018-09-05T18:07:59.150Z,42.6861,141.9294,35,6.6,mww,,32,1.13,0.74,us,us2000h8ty,2018-11-14T17:40:14.040Z,"27km ENE of Tomakomai, Japan",earthquake,6.5,1.9,0.062,25,reviewed,us,us
2018-09-05T16:05:46.550Z,-24.0947,-174.8928,10,5.5,mb,,38,5.803,0.95,us,us2000h8ry,2018-11-14T17:40:14.040Z,"South of Tonga",earthquake,9.3,1.8,0.028,455,reviewed,us,us
2018-09-05T05:09:42.550Z,-58.3693,-24.8898,35,5.3,mb,,51,7.634,0.97,us,us2000h8ju,2018-11-14T17:40:13.040Z,"119km NE of Bristol Island, South Sandwich Islands",earthquake,11.9,1.9,0.065,79,reviewed,us,us
2018-09-05T03:33:14.930Z,-58.27,-25.0898,20.69,5.4,mww,,50,7.494,0.54,us,us2000h8j4,2018-11-14T17:40:13.040Z,"118km NE of Bristol Island, South Sandwich Islands",earthquake,6.4,3.3,0.057,30,reviewed,us,us
2018-09-05T00:43:12.050Z,-58.3307,-24.9306,10,5,mb,,128,16.151,0.81,us,us2000h8h8,2018-11-14T17:40:13.040Z,"120km NE of Bristol Island, South Sandwich Islands",earthquake,14.4,1.9,0.093,37,reviewed,us,us
2018-09-05T00:36:23.160Z,-58.3179,-24.9323,10,5.6,mww,,43,7.59,0.96,us,us2000h8h6,2018-11-14T17:40:13.040Z,"121km NE of Bristol Island, South Sandwich Islands",earthquake,9.8,1.7,0.053,34,reviewed,us,us
2018-09-04T23:22:54.090Z,-28.9276,74.4996,10,5.4,mww,,64,25.944,1.31,us,us2000h8gm,2018-11-14T17:40:13.040Z,"Mid-Indian Ridge",earthquake,10.7,1.7,0.054,33,reviewed,us,us
2018-09-04T22:58:19.650Z,54.8078,57.9778,10,5,mww,,19,1.658,0.56,us,us2000h8g8,2018-11-14T17:40:13.040Z,"15km WNW of Katav-Ivanovsk, Russia",earthquake,5.1,1.7,0.075,17,reviewed,us,us
2018-09-04T20:11:19.570Z,36.4802,141.392,39.53,5.4,mww,,17,1.467,0.89,us,us2000h8dj,2018-11-14T17:40:13.040Z,"65km ESE of Takahagi, Japan",earthquake,5.6,4.1,0.066,22,reviewed,us,us
2018-09-04T18:38:02.390Z,-58.2744,-24.8291,10,5.1,mb,,52,7.619,0.7,us,us2000h8bu,2018-11-14T17:40:13.040Z,"129km NE of Bristol Island, South Sandwich Islands",earthquake,10.9,1.8,0.083,47,reviewed,us,us
2018-09-04T14:37:48.920Z,-57.9016,-25.4629,35,5.2,mb,,44,16.661,0.79,us,us2000h85g,2018-11-14T17:40:13.040Z,"140km NNE of Bristol Island, South Sandwich Islands",earthquake,6.4,1.9,0.075,59,reviewed,us,us
2018-09-04T13:32:29.510Z,-57.906,-25.3537,35,5,mb,,51,7.206,0.78,us,us2000h84n,2018-11-14T17:40:13.040Z,"142km NNE of Bristol Island, South Sandwich Islands",earthquake,8.2,1.9,0.107,28,reviewed,us,us
2018-09-03T23:37:17.590Z,1.4387,-85.2615,10,5.9,mww,,70,5.444,0.64,us,us2000h7e0,2018-11-14T17:40:12.040Z,"Off the coast of Ecuador",earthquake,4.6,1.7,0.038,65,reviewed,us,us
2018-09-03T21:52:56.260Z,39.3941,76.8783,10,5.5,mww,,85,2.141,0.93,us,us2000h7ci,2018-11-14T17:40:12.040Z,"72km ESE of Arzak, China",earthquake,6.5,1.8,0.071,19,reviewed,us,us
2018-09-03T20:35:50.170Z,-58.0118,-25.2632,29.37,5.6,mww,,32,7.296,0.98,us,us2000h7aj,2018-11-14T17:40:12.040Z,"135km NNE of Bristol Island, South Sandwich Islands",earthquake,10.2,3.5,0.069,20,reviewed,us,us
2018-09-03T07:15:29.650Z,-3.8179,150.1769,10,5.6,mww,,24,2.016,0.72,us,us2000h72b,2018-11-14T17:40:12.040Z,"153km SSW of Kavieng, Papua New Guinea",earthquake,6.7,1.7,0.057,30,reviewed,us,us
2018-09-03T02:16:19.780Z,-3.8856,150.2748,10,5.5,mww,,38,1.908,0.77,us,us2000h70q,2018-11-14T17:40:12.040Z,"156km SSW of Kavieng, Papua New Guinea",earthquake,7.2,1.8,0.057,30,reviewed,us,us
2018-09-03T00:58:42.700Z,17.5365,147.5052,25.9,5.1,mww,,45,2.815,0.65,us,us2000h706,2018-11-14T17:40:12.040Z,"194km ESE of Pagan, Northern Mariana Islands",earthquake,8.3,4.3,0.103,9,reviewed,us,us
2018-09-02T17:56:43.770Z,-7.0189,155.3987,35,5.1,mww,,65,5.103,0.85,us,us2000h6wl,2018-11-07T18:37:09.040Z,"78km S of Panguna, Papua New Guinea",earthquake,8.8,1.9,0.089,12,reviewed,us,us
2018-09-02T14:26:18.190Z,-55.5266,-27.8521,10,5,mb,,114,5.136,0.65,us,us2000hck5,2018-11-07T18:37:13.040Z,"136km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,3.8,1.9,0.117,23,reviewed,us,us
2018-09-02T00:15:46.250Z,-8.1302,116.4089,16.06,5.3,mww,,24,2.258,1.02,us,us2000h6pp,2018-11-07T18:37:09.040Z,"10km N of Karanggedang, Indonesia",earthquake,6.5,3.2,0.065,23,reviewed,us,us
2018-09-01T15:43:00.730Z,27.9555,139.9127,435,5.6,mww,,25,2.191,1.02,us,us2000h6i8,2018-11-07T18:37:08.040Z,"247km WNW of Chichi-shima, Japan",earthquake,9.1,1.9,0.046,45,reviewed,us,us
2018-09-01T14:23:23.950Z,51.3305,-177.6817,35,5.1,mww,,91,0.617,0.92,us,us2000h6hg,2018-11-07T18:37:08.040Z,"69km SSE of Tanaga Volcano, Alaska",earthquake,5.8,1.9,0.059,28,reviewed,us,us
2018-09-01T06:13:45.040Z,-28.9796,74.5586,10,5.5,mww,,51,18.721,1.07,us,us2000h6dj,2018-11-07T18:37:08.040Z,"Mid-Indian Ridge",earthquake,10.6,1.8,0.052,35,reviewed,us,us
2018-08-31T21:53:35.140Z,-10.8152,124.2802,10,5.1,mww,,92,1.053,0.78,us,us2000h69g,2018-11-07T18:37:07.040Z,"104km SE of Kupang, Indonesia",earthquake,5.4,1.8,0.063,24,reviewed,us,us
2018-08-31T21:05:44.360Z,34.6512,46.0736,10,5.3,mwr,,40,0.548,0.71,us,us2000h691,2018-11-07T18:37:07.040Z,"28km NE of Sarpol-e Zahab, Iran",earthquake,5.2,1.8,0.086,13,reviewed,us,us
2018-08-31T17:19:02.240Z,-22.2548,170.037,10,5.3,mww,,48,2.423,1.31,us,us2000h63d,2018-11-07T18:37:07.040Z,"208km W of Ile Hunter, New Caledonia",earthquake,8,1.8,0.062,25,reviewed,us,us
2018-08-31T14:40:27.470Z,13.5571,120.8426,116.3,5.5,mww,,34,8.641,0.92,us,us2000h5z6,2018-11-07T18:37:07.040Z,"9km NNE of Odala, Philippines",earthquake,8.1,3.8,0.039,63,reviewed,us,us
2018-08-31T13:25:01.350Z,-32.2062,-70.4787,96.26,5,mww,,65,0.559,1.08,us,us2000h5yi,2018-11-07T18:37:07.040Z,"64km NNE of San Felipe, Chile",earthquake,5.3,3.5,0.069,20,reviewed,us,us
2018-08-31T07:12:25.340Z,39.3299,21.683,10.44,5.1,mww,,56,1.464,0.93,us,us2000h5w7,2018-11-07T18:37:07.040Z,"6km WSW of Morfovounion, Greece",earthquake,5,3.2,0.052,35,reviewed,us,us
2018-08-31T04:26:30.890Z,-21.2235,168.4169,7.37,5.2,mww,,76,1.185,0.98,us,us2000h5vg,2018-11-07T18:37:07.040Z,"66km ENE of Tadine, New Caledonia",earthquake,6.8,3.4,0.063,24,reviewed,us,us
2018-08-30T16:24:46.670Z,-22.246,170.2434,11,5.5,mww,,78,2.613,0.96,us,us2000h5hs,2018-11-07T18:37:06.040Z,"186km W of Ile Hunter, New Caledonia",earthquake,8.4,1.8,0.05,38,reviewed,us,us
2018-08-30T15:21:02.100Z,-1.2594,138.444,34.54,5.2,mb,,21,6.406,0.8,us,us2000h5dx,2018-11-07T18:37:06.040Z,"282km WNW of Abepura, Indonesia",earthquake,3.8,4.1,0.045,164,reviewed,us,us
2018-08-29T21:33:42.320Z,8.6677,-83.129,14,5.4,mww,,48,0.453,0.79,us,us2000h52e,2018-11-07T18:37:05.040Z,"5km NE of Golfito, Costa Rica",earthquake,5.2,1.8,0.047,44,reviewed,us,us
2018-08-29T18:57:34.060Z,-5.2264,145.5251,78.17,5,mb,,51,3.657,0.8,us,us1000gjn4,2018-11-07T18:37:04.040Z,"30km W of Madang, Papua New Guinea",earthquake,7.3,6.2,0.067,71,reviewed,us,us
2018-08-29T13:27:56.120Z,-22.403,170.3335,10,5,mb,,95,2.677,1.36,us,us1000gjea,2018-11-07T18:37:04.040Z,"176km W of Ile Hunter, New Caledonia",earthquake,9.2,1.9,0.084,46,reviewed,us,us
2018-08-29T04:48:35.990Z,-22.239,170.1988,10,5.2,mb,,70,2.573,0.94,us,us1000gjbc,2018-11-07T18:37:04.040Z,"191km W of Ile Hunter, New Caledonia",earthquake,10.4,1.8,0.088,42,reviewed,us,us
2018-08-29T04:27:13.750Z,-22.1487,169.791,10,5.1,mb,,51,2.218,0.98,us,us1000gjb9,2018-11-07T18:37:04.040Z,"208km ESE of Tadine, New Caledonia",earthquake,7.7,1.8,0.097,34,reviewed,us,us
2018-08-29T04:04:36.710Z,-21.9185,169.9995,10,5.1,mb,,81,2.463,0.96,us,us2000h9iv,2018-11-07T18:37:11.040Z,"218km WNW of Ile Hunter, New Caledonia",earthquake,10.3,1.9,0.08,56,reviewed,us,us
2018-08-29T04:03:14.590Z,-22.1099,170.0917,10,5.3,mb,,82,2.499,0.73,us,us1000gjb1,2018-11-07T18:37:04.040Z,"204km W of Ile Hunter, New Caledonia",earthquake,10.5,1.8,0.088,43,reviewed,us,us
2018-08-29T04:01:12.750Z,-22.0338,170.0292,26.71,5.1,mb,,105,2.459,0.73,us,us2000h9fz,2018-11-07T18:37:10.040Z,"212km W of Ile Hunter, New Caledonia",earthquake,8.6,5.3,0.138,18,reviewed,us,us
2018-08-29T03:51:56.100Z,-22.0295,170.1262,21.43,7.1,mww,,23,2.548,0.98,us,us1000gjaz,2018-11-07T18:37:04.040Z,"202km WNW of Ile Hunter, New Caledonia",earthquake,5.8,2.8,0.049,40,reviewed,us,us
2018-08-29T01:24:57.490Z,-16.426,178.0367,23,5.8,mww,,54,1.311,0.82,us,us1000gj9f,2018-11-07T18:37:04.040Z,"143km W of Lambasa, Fiji",earthquake,8.2,1.8,0.073,18,reviewed,us,us
2018-08-28T22:35:13.410Z,16.8044,146.8395,55,6.4,mww,,15,1.854,0.94,us,us1000gj78,2018-11-07T18:37:03.040Z,"134km ENE of Anatahan, Northern Mariana Islands",earthquake,7.8,1.9,0.05,39,reviewed,us,us
2018-08-28T18:36:32.910Z,-9.0219,110.1451,40,5.2,mww,,34,1.164,1.36,us,us1000gj2a,2018-11-07T18:37:03.040Z,"119km S of Bambanglipuro, Indonesia",earthquake,5.9,1.9,0.071,19,reviewed,us,us
2018-08-28T13:09:11.780Z,-18.0299,-177.9387,600.62,5.7,mww,,37,3.827,0.99,us,us1000gimx,2018-11-07T18:37:03.040Z,"300km NNE of Ndoi Island, Fiji",earthquake,9.4,3.9,0.071,19,reviewed,us,us
2018-08-28T12:57:13.940Z,38.8209,48.8124,10,5,mb,,38,3.417,0.68,us,us1000gikw,2018-11-07T18:37:03.040Z,"Azerbaijan",earthquake,5,1.8,0.037,234,reviewed,us,us
2018-08-28T11:55:45.260Z,-10.871,124.2173,10,5,mww,,62,1.109,1,us,us1000gijz,2018-11-07T18:37:03.040Z,"104km SE of Kupang, Indonesia",earthquake,5.8,1.7,0.069,20,reviewed,us,us
2018-08-28T07:13:32.150Z,-10.631,124.1363,8.18,5.7,mww,,82,0.879,1.21,us,us1000giie,2018-11-07T18:37:03.040Z,"79km SE of Kupang, Indonesia",earthquake,7.3,3.4,0.089,12,reviewed,us,us
2018-08-28T07:08:11.360Z,-10.773,124.1871,14,6.2,mww,,74,1.014,1.4,us,us1000gii0,2018-11-07T18:37:03.040Z,"94km SE of Kupang, Indonesia",earthquake,8.9,1.8,0.053,34,reviewed,us,us
2018-08-28T04:51:40.320Z,-29.6839,-71.3635,35.03,5.2,mww,,71,0.258,0.85,us,us1000gigb,2018-12-05T17:51:25.771Z,"26km NNW of La Serena, Chile",earthquake,3.4,4.2,0.073,18,reviewed,us,us
2018-08-27T20:09:21.990Z,-61.7941,-58.0488,49,5.6,mww,,80,0.53,1.29,us,us1000gi7m,2018-11-07T18:37:02.040Z,"South Shetland Islands",earthquake,6.6,1.3,0.06,27,reviewed,us,us
2018-08-27T09:16:04.740Z,-29.7178,-71.5452,54.77,5,mwr,,65,0.333,1.49,us,us1000ghwz,2018-11-07T18:37:02.040Z,"32km NW of Coquimbo, Chile",earthquake,6.8,5.3,0.032,91,reviewed,us,us
2018-08-27T03:19:01.090Z,58.7251,158.6941,10,5,mww,,88,4.169,0.83,us,us1000ghtl,2018-11-07T18:37:01.040Z,"85km WSW of Palana, Russia",earthquake,7.7,1,0.073,18,reviewed,us,us
2018-08-26T16:09:10.470Z,-22.1324,170.28,15.02,5.4,mww,,79,2.665,0.71,us,us1000ghm0,2018-11-01T17:51:00.040Z,"184km W of Ile Hunter, New Caledonia",earthquake,11.9,4.3,0.059,28,reviewed,us,us
2018-08-26T14:33:01.510Z,-3.0945,136.7759,48.49,5,mb,,38,4.524,0.62,us,us1000ghlf,2018-11-01T17:51:00.040Z,"102km NNE of Enarotali, Indonesia",earthquake,8.9,5.9,0.06,91,reviewed,us,us
2018-08-26T09:07:55.860Z,-56.2161,-27.6017,123.19,5.2,mb,,203,5.439,0.31,us,us2000h88c,2018-11-01T17:51:05.040Z,"59km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.5,10.8,0.143,16,reviewed,us,us
2018-08-26T07:26:06.270Z,-20.8873,-173.909,10,5.4,mww,,32,4.155,0.78,us,us1000ghii,2018-11-01T17:51:00.040Z,"118km ENE of `Ohonua, Tonga",earthquake,6.3,1.7,0.066,22,reviewed,us,us
2018-08-26T05:57:12.230Z,44.2437,149.5591,10,5.2,mb,,83,5.012,0.78,us,us1000ghh1,2018-11-01T17:51:00.040Z,"172km SE of Kuril'sk, Russia",earthquake,8.4,1.8,0.024,573,reviewed,us,us
2018-08-26T05:43:25.350Z,-5.0508,152.143,61.23,5.2,mww,,22,0.854,0.87,us,us1000ghgp,2018-11-01T17:51:00.040Z,"78km S of Kokopo, Papua New Guinea",earthquake,7.9,4.8,0.078,16,reviewed,us,us
2018-08-25T22:13:25.620Z,34.6111,46.2422,10,6,mww,,28,0.662,0.79,us,us1000ghda,2018-12-11T06:59:12.286Z,"32km SW of Javanrud, Iran",earthquake,6,1.8,0.065,23,reviewed,us,us
2018-08-25T18:33:15.640Z,-8.422,116.9263,11.58,5.5,mww,,34,2.744,0.93,us,us1000ghbd,2018-11-01T17:50:58.040Z,"10km N of Labuhanmapin, Indonesia",earthquake,5.9,2.9,0.051,37,reviewed,us,us
2018-08-25T16:50:01.350Z,52.0948,-171.1246,23,5.9,mww,,87,1.048,1.39,us,us1000gh9x,2018-11-01T17:50:58.040Z,"44km SSE of Amukta Island, Alaska",earthquake,6.5,1.8,0.046,46,reviewed,us,us
2018-08-25T16:50:00.609Z,52.0481,-171.0329,4.6,5.7,ml,,,,0.6,ak,ak20199531,2018-09-26T19:22:29.933Z,"51km SSE of Amukta Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-08-24T16:29:03.140Z,-5.9157,147.1818,82.49,5.4,mww,,30,3.466,0.74,us,us1000ggt5,2018-11-01T17:50:57.040Z,"91km NNE of Lae, Papua New Guinea",earthquake,8.4,5.7,0.073,18,reviewed,us,us
2018-08-24T14:15:55.910Z,41.1252,142.6273,43.25,5.3,mb,,126,0.973,0.98,us,us1000ggqe,2018-11-01T17:50:57.040Z,"117km NE of Hachinohe, Japan",earthquake,6,6.2,0.05,131,reviewed,us,us
2018-08-24T10:49:27.510Z,10.5407,91.7115,10,5.5,mb,,29,1.501,0.95,us,us1000ggp5,2018-11-01T17:50:57.040Z,"168km SW of Port Blair, India",earthquake,6.7,1.7,0.032,337,reviewed,us,us
2018-08-24T09:04:08.250Z,-11.0355,-70.8284,630,7.1,mww,,12,3.77,0.99,us,us1000ggj4,2018-11-01T17:50:57.040Z,"140km WNW of Iberia, Peru",earthquake,9.1,1.9,0.055,32,reviewed,us,us
2018-08-24T04:33:27.110Z,11.153,126.0575,10,5.4,mww,,34,4.084,0.88,us,us1000ggg9,2018-11-01T17:50:57.040Z,"34km NE of Sulangan, Philippines",earthquake,6.6,1.4,0.061,26,reviewed,us,us
2018-08-23T11:13:08.980Z,23.0789,143.9797,39.9,5,mb,,56,4.317,1.18,us,us1000gfzr,2018-11-01T17:50:56.040Z,"296km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.5,2.3,0.034,282,reviewed,us,us
2018-08-23T10:52:45.350Z,27.1117,54.2142,10,5,mww,,40,2.803,0.88,us,us1000gfzg,2018-11-01T17:50:56.040Z,"61km S of Gerash, Iran",earthquake,7.1,1.8,0.086,13,reviewed,us,us
2018-08-23T09:44:02.940Z,-17.2288,-69.5081,157.8,5,mwr,,90,0.359,1.16,us,us1000gfyz,2018-11-01T17:50:56.040Z,"57km E of Chuquitira, Peru",earthquake,6.1,5.6,,,reviewed,us,guc
2018-08-23T03:44:05.670Z,-6.391,103.6068,19.99,5.2,mb,,94,2.118,1.27,us,us1000gfvn,2018-11-01T17:50:55.040Z,"126km SSW of Biha, Indonesia",earthquake,8.4,3.9,0.083,48,reviewed,us,us
2018-08-23T03:41:15.950Z,-18.2161,-178.199,543.06,5.1,mb,,33,3.598,0.84,us,us1000gfvm,2018-11-01T17:50:55.040Z,"274km N of Ndoi Island, Fiji",earthquake,10.3,6.2,0.028,411,reviewed,us,us
2018-08-23T03:35:12.270Z,51.35,-177.7604,20,6.3,mww,,34,0.466,0.76,us,us1000gfvg,2018-11-01T17:50:55.040Z,"64km SSE of Tanaga Volcano, Alaska",earthquake,4.7,1.8,0.045,47,reviewed,us,us
2018-08-22T22:49:11.180Z,-61.178,154.1673,10,5.6,mww,,51,7.167,0.7,us,us1000gfru,2018-11-01T17:50:55.040Z,"Balleny Islands region",earthquake,10.9,1.8,0.075,17,reviewed,us,us
2018-08-22T22:48:42.610Z,-9.0829,114.8224,70.95,5.1,mb,,40,0.899,1.12,us,us1000gfrs,2018-11-01T17:50:55.040Z,"43km SW of Kangin, Indonesia",earthquake,6.6,3.7,0.062,85,reviewed,us,us
2018-08-22T21:56:20.890Z,-7.7028,154.9906,10,5.2,mb,,46,4.48,0.81,us,us1000gfr8,2018-11-01T17:50:55.040Z,"162km SSW of Panguna, Papua New Guinea",earthquake,8.1,1.8,0.074,59,reviewed,us,us
2018-08-22T20:58:50.840Z,-5.4407,152.0011,56.26,5,mb,,131,1.251,0.61,us,us1000gfqf,2018-11-01T17:50:55.040Z,"123km SSW of Kokopo, Papua New Guinea",earthquake,9.8,9.1,0.085,44,reviewed,us,us
2018-08-22T20:26:29.000Z,-52.7337,27.9005,10,5.6,mww,,21,19.479,0.95,us,us1000gfp8,2018-11-01T17:50:55.040Z,"South of Africa",earthquake,11.4,1.8,0.066,22,reviewed,us,us
2018-08-22T19:58:41.270Z,3.6537,126.5754,12.03,5.1,mb,,67,2.969,0.61,us,us1000gfmz,2018-11-01T17:50:55.040Z,"229km SSE of Sarangani, Philippines",earthquake,7.6,3.8,0.047,149,reviewed,us,us
2018-08-22T18:49:36.050Z,-6.9675,155.7284,34,5.8,mww,,28,4.493,0.73,us,us1000gfkm,2018-11-01T17:50:55.040Z,"76km SSE of Panguna, Papua New Guinea",earthquake,7.2,1.7,0.053,34,reviewed,us,us
2018-08-22T18:03:07.550Z,16.6048,-98.7299,16.92,5.3,mww,,145,0.406,1.2,us,us1000gfiy,2018-11-01T17:50:54.040Z,"9km ENE of Marquelia, Mexico",earthquake,3.7,1,0.065,23,reviewed,us,us
2018-08-22T17:34:06.660Z,-16.0253,168.2011,10,5.1,mb,,106,4.813,1.1,us,us1000gfif,2018-11-01T17:50:54.040Z,"84km E of Lakatoro, Vanuatu",earthquake,5.7,1.9,0.041,193,reviewed,us,us
2018-08-22T15:06:27.380Z,41.4025,142.5438,41.27,5,mb,,133,0.765,0.96,us,us1000gfej,2018-11-01T17:50:54.040Z,"104km S of Shizunai, Japan",earthquake,7.5,4.3,0.029,368,reviewed,us,us
2018-08-22T13:27:48.490Z,10.6593,-62.9288,108,5.8,mww,,32,1.925,0.9,us,us1000gfc8,2018-12-08T19:45:33.439Z,"14km NW of Yaguaraparo, Venezuela",earthquake,7.1,1.9,0.044,50,reviewed,us,us
2018-08-22T09:31:45.530Z,43.5637,-127.7166,10,6.2,mww,,67,2.668,0.73,us,us1000gf8u,2019-01-08T02:56:28.313Z,"272km WNW of Bandon, Oregon",earthquake,7.1,1.8,0.031,97,reviewed,us,us
2018-08-21T22:32:26.470Z,-16.0315,168.1428,9,6.5,mww,,10,4.797,0.74,us,us1000gf2g,2018-11-01T17:50:53.040Z,"78km E of Lakatoro, Vanuatu",earthquake,7.4,1.7,0.098,10,reviewed,us,us
